PATRIC ID	RefSeq Locus Tag	Product
fig|208963.12.peg.5043	PA14_61430	Aminopeptidase N
fig|208963.12.peg.5044	PA14_61440	hypothetical protein
fig|208963.12.peg.5045	PA14_61450	Tryptophan synthase (indole-salvaging) (EC 4.2.1.122)
fig|208963.12.peg.5046	PA14_61460	Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)
fig|208963.12.peg.5047	PA14_61470	Uracil phosphoribosyltransferase (EC 2.4.2.9)
fig|208963.12.peg.5048	PA14_61480	Uracil permease
fig|208963.12.peg.5049	PA14_61500	Sigma-fimbriae uncharacterized paralogous subunit
fig|208963.12.peg.5050	PA14_61510	Sigma-fimbriae uncharacterized paralogous subunit
fig|208963.12.peg.5051	PA14_61520	Sigma-fimbriae uncharacterized subunit
fig|208963.12.peg.5052	PA14_61530	Sigma-fimbriae chaperone protein
fig|208963.12.peg.5053	PA14_61540	Sigma-fimbriae usher protein
fig|208963.12.peg.5054	PA14_61550	Sigma-fimbriae tip adhesin
fig|208963.12.peg.5055	PA14_61560	Probable MFS transporter
fig|208963.12.peg.5056	PA14_61580	"Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)"
fig|208963.12.peg.5057	PA14_61590	"Cell division inhibitor Slr1223 (YfcH in EC), contains epimerase/dehydratase and DUF1731 domains"
fig|208963.12.peg.5058	PA14_61600	"COG3380: Amine oxidase, flavin-containing"
fig|208963.12.peg.5059	PA14_61610	COG1683: Uncharacterized conserved protein / FIG143828: Hypothetical protein YbgA
fig|208963.12.peg.5060	PA14_61620	"Transcriptional regulator, MerR family, associated with photolyase"
fig|208963.12.peg.5061	PA14_61640	Deoxyribodipyrimidine photolyase (EC 4.1.99.3)
fig|208963.12.peg.5062	PA14_61650	Lipid A 3-O-deacylase
fig|208963.12.peg.5063	PA14_61660	Glutamate racemase (EC 5.1.1.3)
fig|208963.12.peg.5064	PA14_61670	Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80)
fig|208963.12.peg.5065	PA14_61680	Peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297)
fig|208963.12.peg.5066	PA14_61700	Peptide chain release factor 1
fig|208963.12.peg.5067	PA14_61710	Glutamyl-tRNA reductase (EC 1.2.1.70)
fig|208963.12.peg.5068	PA14_61720	FIG140336: TPR domain protein
fig|208963.12.peg.5069	PA14_61740	Outer membrane lipoprotein LolB
fig|208963.12.peg.5070	PA14_61750	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)
fig|208963.12.peg.5071	PA14_61770	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)
fig|208963.12.peg.5072	PA14_61780	LSU ribosomal protein L25p
fig|208963.12.peg.5073	PA14_61790	Peptidyl-tRNA hydrolase (EC 3.1.1.29)
fig|208963.12.peg.5074	PA14_61820	GTP-binding and nucleic acid-binding protein YchF
fig|208963.12.peg.5075	PA14_61840	Antitoxin HigA
fig|208963.12.peg.5076	PA14_61850	Aerobactin siderophore receptor IutA
fig|208963.12.peg.5077	PA14_61860	Carbonic anhydrase (EC 4.2.1.1)
fig|208963.12.peg.5078	PA14_61870	hypothetical protein
fig|208963.12.peg.5079	PA14_61880	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)
fig|208963.12.peg.5080	PA14_61890	hypothetical protein
fig|208963.12.peg.5081	PA14_61910	RNase PH
fig|208963.12.peg.5082	PA14_61920	Large exoproteins involved in heme utilization or adhesion
fig|208963.12.peg.5083	PA14_61940	RTX toxins and related Ca2+-binding proteins
fig|208963.12.peg.5084	PA14_61950	hypothetical protein
fig|208963.12.peg.5085	PA14_61960	hypothetical protein
fig|208963.12.peg.5086	PA14_61980	hypothetical protein
fig|208963.12.peg.5087	PA14_61990	Chromosome segregation ATPases
fig|208963.12.peg.5088	PA14_62000	"Iron(III) ABC transporter, periplasmic-binding protein"
fig|208963.12.peg.5089	PA14_62010	Iron (III)-transport system permease HitB
fig|208963.12.peg.5090	PA14_62020	Paraquat-inducible protein B
fig|208963.12.peg.5091	PA14_62030	Paraquat-inducible protein A
fig|208963.12.peg.5092	PA14_62040	Paraquat-inducible protein A
fig|208963.12.peg.5093	PA14_62100	Sulfoxide reductase heme-binding subunit YedZ
fig|208963.12.peg.5094	PA14_62110	Sulfoxide reductase catalytic subunit YedY
fig|208963.12.peg.5095	PA14_62120	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)
fig|208963.12.peg.5096	PA14_62130	Ketol-acid reductoisomerase (EC 1.1.1.86)
fig|208963.12.peg.5097	PA14_62150	Acetolactate synthase small subunit (EC 2.2.1.6)
fig|208963.12.peg.5098	PA14_62160	Acetolactate synthase large subunit (EC 2.2.1.6)
fig|208963.12.peg.5099	PA14_62170	"Periplasmic protein TonB, links inner and outer membranes"
fig|208963.12.peg.5100	PA14_62180	Hypothetical protein YqcC (clustered with tRNA pseudouridine synthase C)
fig|208963.12.peg.5101	PA14_62190	TPR-repeat lipoprotein
fig|208963.12.peg.5102	PA14_62200	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
fig|208963.12.peg.5103		FIG00958143: hypothetical protein
fig|208963.12.peg.5104	PA14_62230	hypothetical protein
fig|208963.12.peg.5105	PA14_62240	hypothetical protein
fig|208963.12.peg.5106	PA14_62250	Regulator of competence-specific genes
fig|208963.12.peg.5107	PA14_62260	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases
fig|208963.12.peg.5108	PA14_62270	putative lipoprotein
fig|208963.12.peg.5109	PA14_62280	"Heme ABC transporter, ATPase component HmuV"
fig|208963.12.peg.5110	PA14_62290	"Heme ABC transporter, permease protein HmuU"
fig|208963.12.peg.5111	PA14_62300	"Heme ABC transporter, cell surface heme and hemoprotein receptor HmuT"
fig|208963.12.peg.5112	PA14_62330	Hemin transport protein HmuS
fig|208963.12.peg.5113		hypothetical protein
fig|208963.12.peg.5114	PA14_62350	"TonB-dependent hemin, ferrichrome receptor"
fig|208963.12.peg.5115	PA14_62360	Ferredoxin subunits of nitrite reductase and ring-hydroxylating dioxygenases
fig|208963.12.peg.5116	PA14_62370	hypothetical protein
fig|208963.12.peg.5117	PA14_62380	hypothetical protein
fig|208963.12.peg.5118	PA14_62390	CopG protein
fig|208963.12.peg.5119	PA14_62400	Uncharacterized PLP-dependent aminotransferase YfdZ
fig|208963.12.peg.5120	PA14_62410	Phenazine biosynthesis protein PhzF like
fig|208963.12.peg.5121	PA14_62420	"YpfJ protein, zinc metalloprotease superfamily"
fig|208963.12.peg.5122	PA14_62430	Preprotein translocase subunit SecD
fig|208963.12.peg.5123	PA14_62440	Xanthine/uracil/thiamine/ascorbate permease family protein
fig|208963.12.peg.5124	PA14_62450	tRNA (uracil(54)-C5)-methyltransferase (EC 2.1.1.35)
fig|208963.12.peg.5125	PA14_62470	Sugar/maltose fermentation stimulation protein homolog
fig|208963.12.peg.5126	PA14_62480	Valine--pyruvate aminotransferase (EC 2.6.1.66)
fig|208963.12.peg.5127	PA14_62490	RNA polymerase-binding transcription factor DksA
fig|208963.12.peg.5128	PA14_62510	glutamyl-Q-tRNA synthetase
fig|208963.12.peg.5129	PA14_62520	FIG00954153: hypothetical protein
fig|208963.12.peg.5130	PA14_62530	Two-component sensor CbrA: intrcellular carbon:nitrogen balance
fig|208963.12.peg.5131	PA14_62540	Two-component sensor CbrB: intrcellular carbon:nitrogen balance
fig|208963.12.peg.5132	PA14_62560	Poly(A) polymerase (EC 2.7.7.19)
fig|208963.12.peg.5133	PA14_62570	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)
fig|208963.12.peg.5134	PA14_62580	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)
fig|208963.12.peg.5135	PA14_62590	Pantoate--beta-alanine ligase (EC 6.3.2.1)
fig|208963.12.peg.5136	PA14_62600	Aspartate 1-decarboxylase (EC 4.1.1.11)
fig|208963.12.peg.5137	PA14_62620	Glucose-6-phosphate isomerase (EC 5.3.1.9)
fig|208963.12.peg.5138	PA14_62630	Acetyl-CoA synthetase (EC 6.2.1.1)
fig|208963.12.peg.5139	PA14_62640	hypothetical protein
fig|208963.12.peg.5140	PA14_62650	putative exported protein
fig|208963.12.peg.5141	PA14_62660	hypothetical protein
fig|208963.12.peg.5142	PA14_62670	hypothetical protein
fig|208963.12.peg.5143	PA14_62680	Protein yjbJ
fig|208963.12.peg.5144	PA14_62690	Osmotically inducible protein Y precursor
fig|208963.12.peg.5145	PA14_62710	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)
fig|208963.12.peg.5146		"cytidine deaminase, homotetrameric"
fig|208963.12.peg.5147	PA14_62720	SSU ribosomal protein S15p (S13e)
fig|208963.12.peg.5148	PA14_62730	tRNA pseudouridine synthase B (EC 5.4.99.25)
fig|208963.12.peg.5149	PA14_62740	Ribosome-binding factor A
fig|208963.12.peg.5150	PA14_62760	Translation initiation factor 2
fig|208963.12.peg.5151	PA14_62770	Transcription termination protein NusA
fig|208963.12.peg.5152	PA14_62780	Bacterial ribosome SSU maturation protein RimP
fig|208963.12.peg.5153	PA14_62810	Protein-export membrane protein SecG
fig|208963.12.peg.5154	PA14_62830	Triosephosphate isomerase (EC 5.3.1.1)
fig|208963.12.peg.5155	PA14_62840	Phosphoglucosamine mutase (EC 5.4.2.10)
fig|208963.12.peg.5156	PA14_62850	Dihydropteroate synthase (EC 2.5.1.15)
fig|208963.12.peg.5157	PA14_62860	Cell division protein FtsH (EC 3.4.24.-)
fig|208963.12.peg.5158	PA14_62870	23S rRNA (uridine(2552)-2'-O)-methyltransferase (EC 2.1.1.166)
fig|208963.12.peg.5159	PA14_62880	FIG004454: RNA binding protein
fig|208963.12.peg.5160	PA14_62890	hypothetical protein
fig|208963.12.peg.5161	PA14_62900	Transcription elongation factor GreA
fig|208963.12.peg.5162	PA14_62910	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
fig|208963.12.peg.5163	PA14_62920	Leucine efflux protein
fig|208963.12.peg.5164	PA14_62930	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)
fig|208963.12.peg.5165	PA14_62940	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)
fig|208963.12.peg.5166	PA14_62960	Chaperone protein DnaJ
fig|208963.12.peg.5167	PA14_62970	Chaperone protein DnaK
fig|208963.12.peg.5168	PA14_62990	Heat shock protein GrpE
fig|208963.12.peg.5169		FIG00964427: hypothetical protein
fig|208963.12.peg.5170	PA14_63010	DNA repair protein RecN
fig|208963.12.peg.5171	PA14_63020	Ferric uptake regulation protein FUR
fig|208963.12.peg.5172	PA14_63030	Outer membrane beta-barrel assembly protein BamE
fig|208963.12.peg.5173	PA14_63040	UPF0125 protein yfjF
fig|208963.12.peg.5174	PA14_63050	Putative oligoketide cyclase/dehydratase or lipid transport protein YfjG
fig|208963.12.peg.5175	PA14_63060	tmRNA-binding protein SmpB
fig|208963.12.peg.5176	PA14_63070	"Lactate-responsive regulator LldR in Enterobacteria, GntR family"
fig|208963.12.peg.5177	PA14_63080	L-lactate permease
fig|208963.12.peg.5178	PA14_63090	L-lactate dehydrogenase
fig|208963.12.peg.5179	PA14_63100	"Predicted D-lactate dehydrogenase, Fe-S protein, FAD/FMN-containing"
fig|208963.12.peg.5180	PA14_63110	"S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1B"
fig|208963.12.peg.5181	PA14_63120	Spermidine synthase (EC 2.5.1.16)
fig|208963.12.peg.5182	PA14_63130	hypothetical protein
fig|208963.12.peg.5183	PA14_63150	Two-component system response regulator QseB
fig|208963.12.peg.5184	PA14_63160	Sensory histidine kinase QseC
fig|208963.12.peg.5185	PA14_63170	Cu(I)-responsive transcriptional regulator
fig|208963.12.peg.5186		hypothetical protein
fig|208963.12.peg.5187	PA14_63190	Permease of the drug/metabolite transporter (DMT) superfamily
fig|208963.12.peg.5188	PA14_63200	hypothetical protein
fig|208963.12.peg.5189	PA14_63210	Two-component response regulator
fig|208963.12.peg.5190	PA14_63220	hypothetical protein
fig|208963.12.peg.5191	PA14_63230	Uncharacterized inner membrane transporter YedA
fig|208963.12.peg.5192	PA14_63240	"Transcriptional regulator, AsnC family"
fig|208963.12.peg.5193	PA14_63250	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
fig|208963.12.peg.5194	PA14_63270	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)
fig|208963.12.peg.5195	PA14_63280	Transcriptional regulator
fig|208963.12.peg.5196	PA14_63290	Acyl dehydratase
fig|208963.12.peg.5197	PA14_63300	hypothetical protein
fig|208963.12.peg.5198	PA14_63310	S-adenosylmethionine-dependent methyltransferase Functionally Coupled to the MukBEF Chromosome Partitioning Mechanism
fig|208963.12.peg.5199	PA14_63320	putative lipoprotein
fig|208963.12.peg.5200	PA14_63330	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
fig|208963.12.peg.5201	PA14_63340	putative lipoprotein
fig|208963.12.peg.5202	PA14_63350	Histone acetyltransferase HPA2 and related acetyltransferases
fig|208963.12.peg.5203	PA14_63360	hypothetical protein
fig|208963.12.peg.5204	PA14_63370	Similar to Glycine cleavage system H protein
fig|208963.12.peg.5205	PA14_63380	Glutamate-rich protein grpB
fig|208963.12.peg.5206	PA14_63390	hypothetical protein
fig|208963.12.peg.5207	PA14_63410	hypothetical protein
fig|208963.12.peg.5208	PA14_63420	predicted protein
fig|208963.12.peg.5209	PA14_63430	hypothetical protein
fig|208963.12.peg.5210	PA14_63440	Integrase
fig|208963.12.peg.5211	PA14_63450	plasmid stabilization system
fig|208963.12.peg.5212	PA14_63470	SAM-dependent methyltransferases
fig|208963.12.peg.5213	PA14_63480	Arginine/agmatine antiporter
fig|208963.12.peg.5214	PA14_63500	Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)
fig|208963.12.peg.5215	PA14_63520	"Transcriptional regulator, LuxR family"
fig|208963.12.peg.5216	PA14_63530	Selenocysteine-specific translation elongation factor
fig|208963.12.peg.5217	PA14_63540	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)
fig|208963.12.peg.5218	PA14_63550	Formate dehydrogenase formation protein FdhE
fig|208963.12.peg.5219	PA14_63570	Formate dehydrogenase O gamma subunit (EC 1.2.1.2)
fig|208963.12.peg.5220	PA14_63580	Formate dehydrogenase O beta subunit (EC 1.2.1.2)
fig|208963.12.peg.5221	PA14_63605	Formate dehydrogenase O alpha subunit (EC 1.2.1.2) @ selenocysteine-containing
fig|208963.12.peg.5222	PA14_63620	Lipase precursor (EC 3.1.1.3)
fig|208963.12.peg.5223	PA14_63640	"2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)"
fig|208963.12.peg.5224	PA14_63650	Integral membrane protein
fig|208963.12.peg.5225	PA14_63660	hypothetical protein
fig|208963.12.peg.5226	PA14_63680	hypothetical protein
fig|208963.12.peg.5227	PA14_63700	"Polymyxin resistance protein ArnT, undecaprenyl phosphate-alpha-L-Ara4N transferase; Melittin resistance protein PqaB"
fig|208963.12.peg.5228	PA14_63710	"Polymyxin resistance protein ArnC, glycosyl transferase (EC 2.4.-.-)"
fig|208963.12.peg.5229	PA14_63720	GtrA family protein
fig|208963.12.peg.5230	PA14_63730	Putative transporter
fig|208963.12.peg.5231	PA14_63740	hypothetical protein
fig|208963.12.peg.5232	PA14_63750	Sodium-dependent phosphate transporter
fig|208963.12.peg.5233	PA14_63770	hypothetical protein
fig|208963.12.peg.5234	PA14_63780	hypothetical protein
fig|208963.12.peg.5235	PA14_63800	"Mg(2+) transport ATPase, P-type (EC 3.6.3.2)"
fig|208963.12.peg.5236	PA14_63820	hypothetical protein
fig|208963.12.peg.5237	PA14_63830	N-hydroxyarylamine O-acetyltransferase (EC 2.3.1.118)
fig|208963.12.peg.5238	PA14_63840	hypothetical protein
fig|208963.12.peg.5239	PA14_63850	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)
fig|208963.12.peg.5240	PA14_63860	hypothetical protein
fig|208963.12.peg.5241	PA14_63880	"Transcriptional regulator, AcrR family"
fig|208963.12.peg.5242	PA14_63890	Putative short-chain dehydrogenase
fig|208963.12.peg.5243	PA14_63900	"FIG01964566: Predicted membrane protein, hemolysin III homolog"
fig|208963.12.peg.5244	PA14_63910	FIG028883: Permeases of the drug/metabolite transporter (DMT) superfamily
fig|208963.12.peg.5245	PA14_63920	FIG018700: hypothetical protein
fig|208963.12.peg.5246	PA14_63940	FIG016157: Similar to nicotianamine synthase
fig|208963.12.peg.5247	PA14_63960	Ferrichrome-iron receptor
fig|208963.12.peg.5248	PA14_63970	hypothetical protein
fig|208963.12.peg.5249	PA14_63990	Biosynthetic arginine decarboxylase (EC 4.1.1.19)
fig|208963.12.peg.5250	PA14_64000	Translation initiation factor SUI1-related protein
fig|208963.12.peg.5251	PA14_64010	Putative Nudix hydrolase YfcD (EC 3.6.-.-)
fig|208963.12.peg.5252	PA14_64030	hypothetical protein
fig|208963.12.peg.5253		FIG00960725: hypothetical protein
fig|208963.12.peg.5254	PA14_64050	Putative two-component response regulator
fig|208963.12.peg.5255	PA14_64060	probable chemotaxis transducer
fig|208963.12.peg.5256	PA14_64080	"Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)"
fig|208963.12.peg.5257	PA14_64090	3-dehydroquinate dehydratase II (EC 4.2.1.10)
fig|208963.12.peg.5258	PA14_64100	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
fig|208963.12.peg.5259	PA14_64110	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)
fig|208963.12.peg.5260	PA14_64120	hypothetical protein
fig|208963.12.peg.5261	PA14_64140	Ribosomal protein L11 methyltransferase (EC 2.1.1.-)
fig|208963.12.peg.5262	PA14_64170	Putative transmembrane protein
fig|208963.12.peg.5263	PA14_64180	tRNA dihydrouridine synthase B (EC 1.-.-.-)
fig|208963.12.peg.5264	PA14_64190	DNA-binding protein Fis
fig|208963.12.peg.5265		hypothetical protein
fig|208963.12.peg.5266	PA14_64200	IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)
fig|208963.12.peg.5267	PA14_64220	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)
fig|208963.12.peg.5268	PA14_64230	probable sensor/response regulator hybrid
fig|208963.12.peg.5269	PA14_64240	"membrane protein, MarC family"
fig|208963.12.peg.5270		FIG00957476: hypothetical protein
fig|208963.12.peg.5271	PA14_64270	"Urea ABC transporter, substrate binding protein UrtA"
fig|208963.12.peg.5272	PA14_64280	"Urea ABC transporter, permease protein UrtB"
fig|208963.12.peg.5273	PA14_64290	"Urea ABC transporter, permease protein UrtC"
fig|208963.12.peg.5274	PA14_64300	"Urea ABC transporter, ATPase protein UrtD"
fig|208963.12.peg.5275	PA14_64310	"Urea ABC transporter, ATPase protein UrtE"
fig|208963.12.peg.5276	PA14_64320	Histone acetyltransferase HPA2 and related acetyltransferases
fig|208963.12.peg.5277	PA14_64335	Urease accessory protein UreD
fig|208963.12.peg.5278	PA14_64350	Urease gamma subunit (EC 3.5.1.5)
fig|208963.12.peg.5279	PA14_64360	L-amino acid N-acyltransferase MnaT
fig|208963.12.peg.5280	PA14_64370	Urease beta subunit (EC 3.5.1.5)
fig|208963.12.peg.5281	PA14_64390	Urease alpha subunit (EC 3.5.1.5)
fig|208963.12.peg.5282	PA14_64400	hypothetical protein
fig|208963.12.peg.5283	PA14_64410	Hypothetical Zinc-finger containing protein
fig|208963.12.peg.5284	PA14_64420	hypothetical protein
fig|208963.12.peg.5285	PA14_64430	hypothetical protein
fig|208963.12.peg.5286	PA14_64440	Oxaloacetate decarboxylase (EC 4.1.1.3)
fig|208963.12.peg.5287	PA14_64450	Putative heat shock protein YegD
fig|208963.12.peg.5288	PA14_64460	Phosphate starvation-inducible protein psiF precursor
fig|208963.12.peg.5289	PA14_64470	hypothetical protein
fig|208963.12.peg.5290	PA14_64480	hypothetical protein
fig|208963.12.peg.5291	PA14_64490	Plasmid stabilization system protein
fig|208963.12.peg.5292	PA14_64500	"Transcriptional regulator, MerR family"
fig|208963.12.peg.5293	PA14_64510	Exported protein
fig|208963.12.peg.5294	PA14_64520	Bacterioferritin
fig|208963.12.peg.5295	PA14_64530	hypothetical protein
fig|208963.12.peg.5296	PA14_64540	COG2041: Sulfite oxidase and related enzymes
fig|208963.12.peg.5297	PA14_64550	Thiosulfate reductase cytochrome B subunit (membrane anchoring protein)
fig|208963.12.peg.5298	PA14_64560	hypothetical protein
fig|208963.12.peg.5299	PA14_64570	DNA-binding heavy metal response regulator
fig|208963.12.peg.5300	PA14_64580	Heavy metal sensor histidine kinase
fig|208963.12.peg.5301	PA14_64590	Probable MFS transporter
fig|208963.12.peg.5302	PA14_64610	POSSIBLE LINOLEOYL-CoA DESATURASE (DELTA(6)-DESATURASE)
fig|208963.12.peg.5303	PA14_64620	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1
fig|208963.12.peg.5304	PA14_64640	"Transcriptional regulator, AcrR family"
fig|208963.12.peg.5305	PA14_64650	Urease accessory protein UreE
fig|208963.12.peg.5306	PA14_64660	Urease accessory protein UreF
fig|208963.12.peg.5307	PA14_64670	Urease accessory protein UreG
fig|208963.12.peg.5308	PA14_64680	Nickel-binding accessory protein UreJ-HupE
fig|208963.12.peg.5309	PA14_64690	Iron siderophore sensor protein
fig|208963.12.peg.5310	PA14_64700	"FIG006045: Sigma factor, ECF subfamily"
fig|208963.12.peg.5311	PA14_64710	Iron siderophore receptor protein
fig|208963.12.peg.5312	PA14_64720	benzoate-specific porin
fig|208963.12.peg.5313	PA14_64740	Putative benzaldehyde dehydrogenase oxidoreductase protein (EC 1.2.1.28)
fig|208963.12.peg.5314	PA14_64750	benzoate MFS transporter BenK
fig|208963.12.peg.5315	PA14_64770	Benzoylformate decarboxylase (EC 4.1.1.7)
fig|208963.12.peg.5316	PA14_64780	"Transcriptional regulator, LysR family"
fig|208963.12.peg.5317	PA14_64790	vannilate transporter VanK
fig|208963.12.peg.5318		hypothetical protein
fig|208963.12.peg.5319	PA14_64800	Vanillate O-demethylase oxygenase subunit (EC 1.14.13.82)
fig|208963.12.peg.5320	PA14_64810	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1; Vanillate O-demethylase oxidoreductase (EC 1.14.13.-)
fig|208963.12.peg.5321	PA14_64820	Transcriptional regulator for ferulate or vanillate catabolism
fig|208963.12.peg.5322	PA14_64840	Short-chain dehydrogenase
fig|208963.12.peg.5323	PA14_64850	Ornithine cyclodeaminase (EC 4.3.1.12)
fig|208963.12.peg.5324	PA14_64860	Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)
fig|208963.12.peg.5325	PA14_64870	Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)
fig|208963.12.peg.5326	PA14_64880	Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1)
fig|208963.12.peg.5327	PA14_64890	High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1)
fig|208963.12.peg.5328	PA14_64900	"Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)"
fig|208963.12.peg.5329		hypothetical protein
fig|208963.12.peg.5330	PA14_64910	"Transcriptional regulator, LysR family"
fig|208963.12.peg.5331	PA14_64920	probable chemotaxis transducer
fig|208963.12.peg.5332	PA14_64930	Nudix-related transcriptional regulator NrtR
fig|208963.12.peg.5333	PA14_64940	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)
fig|208963.12.peg.5334	PA14_64950	Nicotinamidase (EC 3.5.1.19)
fig|208963.12.peg.5335	PA14_64960	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)
fig|208963.12.peg.5336	PA14_64980	NAD synthetase (EC 6.3.1.5)
fig|208963.12.peg.5337	PA14_64990	Phospholipase/lecithinase/hemolysin
fig|208963.12.peg.5338	PA14_65000	Azurin
fig|208963.12.peg.5339	PA14_65010	Lysine decarboxylase family
fig|208963.12.peg.5340	PA14_65030	Lipoprotein NlpD
fig|208963.12.peg.5341	PA14_65040	Small-conductance mechanosensitive channel
fig|208963.12.peg.5342	PA14_65050	Small protein containing transglutaminase-like domain
fig|208963.12.peg.5343	PA14_65060	"Protein containing domains DUF404, DUF407, DUF403"
fig|208963.12.peg.5344	PA14_65080	Fe-S OXIDOREDUCTASE (1.8.-.-)
fig|208963.12.peg.5345		hypothetical protein
fig|208963.12.peg.5346	PA14_65090	hypothetical protein
fig|208963.12.peg.5347	PA14_65110	Alanine racemase (EC 5.1.1.1)
fig|208963.12.peg.5348	PA14_65130	Replicative DNA helicase (DnaB) (EC 3.6.4.12)
fig|208963.12.peg.5349	PA14_65150	LSU ribosomal protein L9p
fig|208963.12.peg.5350	PA14_65160	putative membrane protein
fig|208963.12.peg.5351	PA14_65170	"SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent"
fig|208963.12.peg.5352	PA14_65180	SSU ribosomal protein S6p
fig|208963.12.peg.5353	PA14_65190	23S rRNA (guanosine(2251)-2'-O)-methyltransferase (EC 2.1.1.185)
fig|208963.12.peg.5354	PA14_65200	3'-to-5' exoribonuclease RNase R
fig|208963.12.peg.5355	PA14_65230	Adenylosuccinate synthetase (EC 6.3.4.4)
fig|208963.12.peg.5356	PA14_65250	ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17)
fig|208963.12.peg.5357	PA14_65260	Putative inner membrane protein YjeT (clustered with HflC)
fig|208963.12.peg.5358	PA14_65270	HflC protein
fig|208963.12.peg.5359	PA14_65280	HflK protein
fig|208963.12.peg.5360	PA14_65300	GTP-binding protein HflX
fig|208963.12.peg.5361	PA14_65310	RNA-binding protein Hfq
fig|208963.12.peg.5362	PA14_65320	tRNA dimethylallyltransferase (EC 2.5.1.75)
fig|208963.12.peg.5363	PA14_65350	DNA mismatch repair protein MutL
fig|208963.12.peg.5364	PA14_65370	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)
fig|208963.12.peg.5365	PA14_65380	"TsaE protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA"
fig|208963.12.peg.5366	PA14_65390	NAD(P)H-hydrate epimerase (EC 5.1.99.6) / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136)
fig|208963.12.peg.5367	PA14_65400	Epoxyqueuosine (oQ) reductase QueG
fig|208963.12.peg.5368	PA14_65410	3'-to-5' oligoribonuclease (orn)
fig|208963.12.peg.5369	PA14_65420	Ribosome small subunit-stimulated GTPase EngC
fig|208963.12.peg.5370	PA14_65430	Flagellar motor rotation protein MotB
fig|208963.12.peg.5371	PA14_65450	Flagellar motor rotation protein MotA
fig|208963.12.peg.5372	PA14_65470	hypothetical protein
fig|208963.12.peg.5373	PA14_65480	"Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)"
fig|208963.12.peg.5374	PA14_65500	Phosphatidylserine decarboxylase (EC 4.1.1.65)
fig|208963.12.peg.5375		FIG00960545: hypothetical protein
fig|208963.12.peg.5376	PA14_65520	Molecular chaperone
fig|208963.12.peg.5377	PA14_65540	Sensory box protein
fig|208963.12.peg.5378	PA14_65560	Phosphoserine phosphatase (EC 3.1.3.3)
fig|208963.12.peg.5379	PA14_65570	Signal transduction histidine kinase
fig|208963.12.peg.5380	PA14_65580	Inner membrane protein YbcI
fig|208963.12.peg.5381	PA14_65590	putative lipoprotein
fig|208963.12.peg.5382	PA14_65605	Topoisomerase IV subunit A (EC 5.99.1.-)
